gene_id	protein_id
G4P62_006163	KAF7231473.1
G4P62_004064	KAF7230246.1
G4P62_004065	KAF7230247.1
G4P62_004065	KAF7230248.1
G4P62_004068	KAF7230255.1
G4P62_004068	KAF7230256.1
G4P62_004069	KAF7230257.1
G4P62_004070	KAF7230258.1
G4P62_004071	KAF7230259.1
G4P62_004072	KAF7230260.1
G4P62_004072	KAF7230261.1
G4P62_004073	KAF7230262.1
G4P62_004074	KAF7230263.1
G4P62_004075	KAF7230264.1
G4P62_004076	KAF7230265.1
G4P62_019781	KAF7231751.1
G4P62_019206	KAF7231688.1
G4P62_019207	KAF7231689.1
G4P62_019208	KAF7231690.1
G4P62_004077	KAF7230266.1
G4P62_004078	KAF7230267.1
G4P62_004079	KAF7230268.1
G4P62_004080	KAF7230269.1
G4P62_004080	KAF7230270.1
G4P62_004081	KAF7230271.1
G4P62_004081	KAF7230272.1
G4P62_004081	KAF7230273.1
G4P62_004081	KAF7230274.1
G4P62_004082	KAF7230275.1
G4P62_004083	KAF7230276.1
G4P62_004084	KAF7230277.1
G4P62_019069	KAF7231657.1
G4P62_019069	KAF7231658.1
G4P62_019069	KAF7231659.1
G4P62_019069	KAF7231660.1
G4P62_019069	KAF7231661.1
G4P62_019070	KAF7231662.1
G4P62_019070	KAF7231663.1
G4P62_019070	KAF7231664.1
G4P62_019070	KAF7231665.1
G4P62_019070	KAF7231666.1
G4P62_019070	KAF7231667.1
G4P62_019071	KAF7231668.1
G4P62_019072	KAF7231669.1
G4P62_019072	KAF7231670.1
G4P62_019228	KAF7231693.1
G4P62_004085	KAF7230278.1
G4P62_004086	KAF7230279.1
G4P62_004086	KAF7230280.1
G4P62_004087	KAF7230281.1
G4P62_004087	KAF7230282.1
G4P62_004087	KAF7230283.1
G4P62_004087	KAF7230284.1
G4P62_004088	KAF7230285.1
G4P62_004088	KAF7230286.1
G4P62_004088	KAF7230287.1
G4P62_004089	KAF7230288.1
G4P62_004090	KAF7230289.1
G4P62_004091	KAF7230290.1
G4P62_004091	KAF7230291.1
G4P62_004091	KAF7230292.1
G4P62_004092	KAF7230293.1
G4P62_004093	KAF7230294.1
G4P62_004093	KAF7230295.1
G4P62_004094	KAF7230296.1
G4P62_004095	KAF7230297.1
G4P62_004096	KAF7230298.1
G4P62_018885	KAF7231646.1
G4P62_018886	KAF7231647.1
G4P62_004108	KAF7230313.1
G4P62_019288	KAF7231698.1
G4P62_004097	KAF7230299.1
G4P62_004098	KAF7230300.1
G4P62_004098	KAF7230301.1
G4P62_004099	KAF7230302.1
G4P62_004100	KAF7230303.1
G4P62_004101	KAF7230304.1
G4P62_004102	KAF7230305.1
G4P62_004103	KAF7230306.1
G4P62_004104	KAF7230307.1
G4P62_004105	KAF7230308.1
G4P62_004105	KAF7230309.1
G4P62_004105	KAF7230310.1
G4P62_004106	KAF7230311.1
G4P62_004107	KAF7230312.1
G4P62_004109	KAF7230314.1
G4P62_004109	KAF7230315.1
G4P62_004109	KAF7230316.1
G4P62_004109	KAF7230317.1
G4P62_004109	KAF7230318.1
G4P62_004110	KAF7230321.1
G4P62_004110	KAF7230320.1
G4P62_004110	KAF7230319.1
G4P62_004111	KAF7230322.1
G4P62_004112	KAF7230323.1
G4P62_004112	KAF7230324.1
G4P62_004112	KAF7230325.1
G4P62_004113	KAF7230326.1
G4P62_004114	KAF7230327.1
G4P62_004115	KAF7230328.1
G4P62_018099	KAF7231540.1
G4P62_000088	KAF7229667.1
G4P62_000089	KAF7229668.1
G4P62_000090	KAF7229669.1
G4P62_000091	KAF7229670.1
G4P62_000091	KAF7229671.1
G4P62_000092	KAF7229672.1
G4P62_000092	KAF7229673.1
G4P62_000093	KAF7229674.1
G4P62_019035	KAF7231656.1
G4P62_019034	KAF7231655.1
G4P62_019722	KAF7231747.1
G4P62_019722	KAF7231746.1
G4P62_019722	KAF7231745.1
G4P62_019722	KAF7231744.1
G4P62_019722	KAF7231743.1
G4P62_019722	KAF7231742.1
G4P62_019722	KAF7231741.1
G4P62_016884	KAF7231490.1
G4P62_016883	KAF7231487.1
G4P62_016883	KAF7231488.1
G4P62_016883	KAF7231489.1
G4P62_019269	KAF7231697.1
G4P62_019220	KAF7231691.1
G4P62_000094	KAF7229675.1
G4P62_000094	KAF7229676.1
G4P62_000094	KAF7229677.1
G4P62_000095	KAF7229678.1
G4P62_000096	KAF7229679.1
G4P62_004066	KAF7230249.1
G4P62_004066	KAF7230250.1
G4P62_004066	KAF7230251.1
G4P62_004066	KAF7230252.1
G4P62_019152	KAF7231676.1
G4P62_004067	KAF7230253.1
G4P62_004067	KAF7230254.1
G4P62_007455	KAF7231474.1
G4P62_007456	KAF7231475.1
G4P62_007456	KAF7231476.1
G4P62_007457	KAF7231477.1
G4P62_007458	KAF7231478.1
G4P62_018431	KAF7231579.1
G4P62_018432	KAF7231580.1
G4P62_018433	KAF7231581.1
G4P62_018434	KAF7231582.1
G4P62_018434	KAF7231583.1
G4P62_018435	KAF7231584.1
G4P62_018436	KAF7231585.1
G4P62_018436	KAF7231586.1
G4P62_018437	KAF7231587.1
G4P62_018437	KAF7231588.1
G4P62_018437	KAF7231589.1
G4P62_020221	KAF7231788.1
G4P62_017683	KAF7231509.1
G4P62_017682	KAF7231508.1
G4P62_017681	KAF7231507.1
G4P62_020189	KAF7231785.1
G4P62_020190	KAF7231786.1
G4P62_004149	KAF7230424.1
G4P62_004149	KAF7230425.1
G4P62_004150	KAF7230426.1
G4P62_004150	KAF7230427.1
G4P62_004150	KAF7230428.1
G4P62_004150	KAF7230429.1
G4P62_004151	KAF7230430.1
G4P62_004151	KAF7230431.1
G4P62_004152	KAF7230432.1
G4P62_004153	KAF7230433.1
G4P62_004153	KAF7230434.1
G4P62_004153	KAF7230435.1
G4P62_004154	KAF7230436.1
G4P62_004155	KAF7230437.1
G4P62_004155	KAF7230438.1
G4P62_004156	KAF7230439.1
G4P62_004157	KAF7230440.1
G4P62_004157	KAF7230441.1
G4P62_004157	KAF7230442.1
G4P62_004157	KAF7230443.1
G4P62_004157	KAF7230444.1
G4P62_004157	KAF7230445.1
G4P62_004157	KAF7230446.1
G4P62_004157	KAF7230447.1
G4P62_004158	KAF7230448.1
G4P62_004159	KAF7230449.1
G4P62_004160	KAF7230450.1
G4P62_004161	KAF7230451.1
G4P62_004161	KAF7230452.1
G4P62_004162	KAF7230453.1
G4P62_004162	KAF7230454.1
G4P62_004163	KAF7230455.1
G4P62_004163	KAF7230456.1
G4P62_004163	KAF7230457.1
G4P62_004164	KAF7230458.1
G4P62_004165	KAF7230459.1
G4P62_004166	KAF7230460.1
G4P62_004166	KAF7230461.1
G4P62_004167	KAF7230462.1
G4P62_004167	KAF7230463.1
G4P62_004167	KAF7230464.1
G4P62_004167	KAF7230465.1
G4P62_004168	KAF7230466.1
G4P62_004169	KAF7230467.1
G4P62_004170	KAF7230468.1
G4P62_004171	KAF7230469.1
G4P62_004172	KAF7230470.1
G4P62_004173	KAF7230471.1
G4P62_004173	KAF7230472.1
G4P62_004173	KAF7230473.1
G4P62_004174	KAF7230474.1
G4P62_004174	KAF7230475.1
G4P62_004175	KAF7230476.1
G4P62_004176	KAF7230477.1
G4P62_004177	KAF7230478.1
G4P62_004177	KAF7230479.1
G4P62_018003	KAF7231537.1
G4P62_018003	KAF7231536.1
G4P62_018002	KAF7231533.1
G4P62_018002	KAF7231534.1
G4P62_018002	KAF7231535.1
G4P62_018910	KAF7231648.1
G4P62_018910	KAF7231649.1
G4P62_018911	KAF7231650.1
G4P62_018912	KAF7231651.1
G4P62_018912	KAF7231652.1
G4P62_018912	KAF7231653.1
G4P62_004178	KAF7230480.1
G4P62_004178	KAF7230481.1
G4P62_004178	KAF7230482.1
G4P62_004178	KAF7230483.1
G4P62_004178	KAF7230484.1
G4P62_004179	KAF7230485.1
G4P62_004180	KAF7230486.1
G4P62_004180	KAF7230487.1
G4P62_004181	KAF7230488.1
G4P62_004182	KAF7230489.1
G4P62_004183	KAF7230490.1
G4P62_004183	KAF7230491.1
G4P62_004183	KAF7230492.1
G4P62_004183	KAF7230493.1
G4P62_004183	KAF7230494.1
G4P62_004183	KAF7230495.1
G4P62_004183	KAF7230496.1
G4P62_004184	KAF7230497.1
G4P62_004185	KAF7230498.1
G4P62_004186	KAF7230499.1
G4P62_004187	KAF7230500.1
G4P62_004188	KAF7230501.1
G4P62_004189	KAF7230502.1
G4P62_004190	KAF7230503.1
G4P62_004190	KAF7230504.1
G4P62_004191	KAF7230505.1
G4P62_004192	KAF7230506.1
G4P62_004193	KAF7230507.1
G4P62_004193	KAF7230508.1
G4P62_004194	KAF7230509.1
G4P62_004195	KAF7230510.1
G4P62_004195	KAF7230511.1
G4P62_004196	KAF7230512.1
G4P62_004196	KAF7230513.1
G4P62_004197	KAF7230514.1
G4P62_004197	KAF7230515.1
G4P62_004197	KAF7230516.1
G4P62_004198	KAF7230517.1
G4P62_004198	KAF7230518.1
G4P62_004199	KAF7230519.1
G4P62_004199	KAF7230520.1
G4P62_004200	KAF7230521.1
G4P62_004201	KAF7230522.1
G4P62_004202	KAF7230523.1
G4P62_004202	KAF7230524.1
G4P62_004202	KAF7230525.1
G4P62_004203	KAF7230526.1
G4P62_004203	KAF7230527.1
G4P62_004204	KAF7230528.1
G4P62_004205	KAF7230529.1
G4P62_004205	KAF7230530.1
G4P62_004205	KAF7230531.1
G4P62_004206	KAF7230532.1
G4P62_004208	KAF7230533.1
G4P62_004209	KAF7230534.1
G4P62_004210	KAF7230535.1
G4P62_004211	KAF7230536.1
G4P62_004212	KAF7230537.1
G4P62_004212	KAF7230538.1
G4P62_004212	KAF7230539.1
G4P62_004212	KAF7230540.1
G4P62_004212	KAF7230541.1
G4P62_004213	KAF7230542.1
G4P62_004214	KAF7230543.1
G4P62_004214	KAF7230544.1
G4P62_004215	KAF7230545.1
G4P62_004215	KAF7230546.1
G4P62_004215	KAF7230547.1
G4P62_004216	KAF7230548.1
G4P62_004217	KAF7230549.1
G4P62_019494	KAF7231717.1
G4P62_018149	KAF7231541.1
G4P62_019782	KAF7231752.1
G4P62_019782	KAF7231753.1
G4P62_018637	KAF7231609.1
G4P62_018636	KAF7231608.1
G4P62_018635	KAF7231607.1
G4P62_019244	KAF7231695.1
G4P62_017580	KAF7231491.1
G4P62_019503	KAF7231718.1
G4P62_019503	KAF7231719.1
G4P62_019503	KAF7231720.1
G4P62_019503	KAF7231721.1
G4P62_019503	KAF7231722.1
G4P62_019503	KAF7231723.1
G4P62_019503	KAF7231724.1
G4P62_019406	KAF7231714.1
G4P62_019379	KAF7231709.1
G4P62_019383	KAF7231711.1
G4P62_019382	KAF7231710.1
G4P62_004218	KAF7230550.1
G4P62_004219	KAF7230551.1
G4P62_004219	KAF7230552.1
G4P62_004219	KAF7230553.1
G4P62_004219	KAF7230554.1
G4P62_004219	KAF7230555.1
G4P62_004219	KAF7230556.1
G4P62_004219	KAF7230557.1
G4P62_004219	KAF7230558.1
G4P62_004220	KAF7230559.1
G4P62_004221	KAF7230560.1
G4P62_004222	KAF7230561.1
G4P62_004223	KAF7230562.1
G4P62_004223	KAF7230563.1
G4P62_004224	KAF7230564.1
G4P62_004225	KAF7230565.1
G4P62_004226	KAF7230566.1
G4P62_004227	KAF7230567.1
G4P62_004227	KAF7230568.1
G4P62_004227	KAF7230569.1
G4P62_004227	KAF7230570.1
G4P62_004227	KAF7230571.1
G4P62_004227	KAF7230572.1
G4P62_004227	KAF7230573.1
G4P62_004227	KAF7230574.1
G4P62_004227	KAF7230575.1
G4P62_004227	KAF7230576.1
G4P62_004227	KAF7230577.1
G4P62_004228	KAF7230578.1
G4P62_004229	KAF7230579.1
G4P62_004229	KAF7230580.1
G4P62_004230	KAF7230581.1
G4P62_004231	KAF7230582.1
G4P62_004232	KAF7230583.1
G4P62_004233	KAF7230584.1
G4P62_004234	KAF7230585.1
G4P62_004235	KAF7230586.1
G4P62_004235	KAF7230587.1
G4P62_004235	KAF7230588.1
G4P62_004235	KAF7230589.1
G4P62_004236	KAF7230590.1
G4P62_004237	KAF7230591.1
G4P62_004238	KAF7230592.1
G4P62_004239	KAF7230593.1
G4P62_004240	KAF7230594.1
G4P62_004241	KAF7230595.1
G4P62_004242	KAF7230596.1
G4P62_004242	KAF7230597.1
G4P62_004243	KAF7230598.1
G4P62_004244	KAF7230599.1
G4P62_004245	KAF7230600.1
G4P62_004246	KAF7230601.1
G4P62_004246	KAF7230602.1
G4P62_004246	KAF7230603.1
G4P62_004246	KAF7230604.1
G4P62_004247	KAF7230605.1
G4P62_004248	KAF7230606.1
G4P62_004249	KAF7230607.1
G4P62_004249	KAF7230608.1
G4P62_004250	KAF7230609.1
G4P62_004250	KAF7230610.1
G4P62_004251	KAF7230611.1
G4P62_004252	KAF7230612.1
G4P62_004252	KAF7230613.1
G4P62_004253	KAF7230614.1
G4P62_004254	KAF7230615.1
G4P62_004254	KAF7230616.1
G4P62_004254	KAF7230617.1
G4P62_004254	KAF7230618.1
G4P62_004254	KAF7230619.1
G4P62_004254	KAF7230620.1
G4P62_004254	KAF7230621.1
G4P62_004255	KAF7230622.1
G4P62_004255	KAF7230623.1
G4P62_004255	KAF7230624.1
G4P62_004256	KAF7230625.1
G4P62_004257	KAF7230626.1
G4P62_004257	KAF7230627.1
G4P62_004259	KAF7230628.1
G4P62_004259	KAF7230629.1
G4P62_004260	KAF7230630.1
G4P62_004260	KAF7230631.1
G4P62_004260	KAF7230632.1
G4P62_004260	KAF7230633.1
G4P62_004260	KAF7230634.1
G4P62_004260	KAF7230635.1
G4P62_004261	KAF7230636.1
G4P62_004262	KAF7230637.1
G4P62_004262	KAF7230638.1
G4P62_004262	KAF7230639.1
G4P62_004262	KAF7230640.1
G4P62_004262	KAF7230641.1
G4P62_004262	KAF7230642.1
G4P62_004262	KAF7230643.1
G4P62_004262	KAF7230644.1
G4P62_004263	KAF7230645.1
G4P62_004263	KAF7230646.1
G4P62_004264	KAF7230647.1
G4P62_004264	KAF7230648.1
G4P62_004265	KAF7230649.1
G4P62_004268	KAF7230650.1
G4P62_004269	KAF7230651.1
G4P62_004270	KAF7230652.1
G4P62_004270	KAF7230653.1
G4P62_004271	KAF7230654.1
G4P62_004272	KAF7230655.1
G4P62_004273	KAF7230656.1
G4P62_004273	KAF7230657.1
G4P62_004273	KAF7230658.1
G4P62_004274	KAF7230659.1
G4P62_020207	KAF7231787.1
G4P62_018859	KAF7231645.1
G4P62_004275	KAF7230660.1
G4P62_004276	KAF7230661.1
G4P62_004277	KAF7230662.1
G4P62_004278	KAF7230663.1
G4P62_004279	KAF7230664.1
G4P62_004280	KAF7230665.1
G4P62_004280	KAF7230666.1
G4P62_004281	KAF7230667.1
G4P62_004282	KAF7230668.1
G4P62_004283	KAF7230669.1
G4P62_004283	KAF7230670.1
G4P62_004284	KAF7230671.1
G4P62_004284	KAF7230672.1
G4P62_004284	KAF7230673.1
G4P62_004285	KAF7230674.1
G4P62_004286	KAF7230675.1
G4P62_004287	KAF7230676.1
G4P62_004288	KAF7230677.1
G4P62_004289	KAF7230678.1
G4P62_004290	KAF7230679.1
G4P62_004290	KAF7230680.1
G4P62_004291	KAF7230681.1
G4P62_004292	KAF7230682.1
G4P62_004293	KAF7230683.1
G4P62_004293	KAF7230684.1
G4P62_004294	KAF7230685.1
G4P62_019727	KAF7231748.1
G4P62_004296	KAF7230686.1
G4P62_004296	KAF7230687.1
G4P62_004297	KAF7230688.1
G4P62_004298	KAF7230689.1
G4P62_004299	KAF7230690.1
G4P62_004299	KAF7230691.1
G4P62_004299	KAF7230692.1
G4P62_004300	KAF7230693.1
G4P62_004301	KAF7230694.1
G4P62_004301	KAF7230695.1
G4P62_004302	KAF7230696.1
G4P62_004303	KAF7230697.1
G4P62_004304	KAF7230698.1
G4P62_004305	KAF7230699.1
G4P62_004305	KAF7230700.1
G4P62_004306	KAF7230701.1
G4P62_004306	KAF7230702.1
G4P62_004306	KAF7230703.1
G4P62_004307	KAF7230704.1
G4P62_004308	KAF7230705.1
G4P62_004309	KAF7230706.1
G4P62_004309	KAF7230707.1
G4P62_004310	KAF7230708.1
G4P62_004311	KAF7230709.1
G4P62_004312	KAF7230710.1
G4P62_004313	KAF7230711.1
G4P62_004314	KAF7230712.1
G4P62_004315	KAF7230713.1
G4P62_004316	KAF7230714.1
G4P62_004316	KAF7230715.1
G4P62_004316	KAF7230716.1
G4P62_004317	KAF7230717.1
G4P62_004318	KAF7230718.1
G4P62_004319	KAF7230719.1
G4P62_004320	KAF7230720.1
G4P62_004321	KAF7230721.1
G4P62_004322	KAF7230722.1
G4P62_004323	KAF7230723.1
G4P62_004324	KAF7230724.1
G4P62_004325	KAF7230725.1
G4P62_004326	KAF7230726.1
G4P62_004327	KAF7230727.1
G4P62_004328	KAF7230728.1
G4P62_004329	KAF7230729.1
G4P62_004330	KAF7230730.1
G4P62_004330	KAF7230731.1
G4P62_004330	KAF7230732.1
G4P62_004331	KAF7230733.1
G4P62_004332	KAF7230734.1
G4P62_004332	KAF7230735.1
G4P62_004333	KAF7230736.1
G4P62_004334	KAF7230737.1
G4P62_004335	KAF7230738.1
G4P62_003870	KAF7229992.1
G4P62_004336	KAF7230739.1
G4P62_004337	KAF7230740.1
G4P62_004337	KAF7230741.1
G4P62_004338	KAF7230742.1
G4P62_004339	KAF7230743.1
G4P62_004339	KAF7230744.1
G4P62_004340	KAF7230745.1
G4P62_004340	KAF7230746.1
G4P62_004340	KAF7230747.1
G4P62_004340	KAF7230748.1
G4P62_004341	KAF7230749.1
G4P62_004341	KAF7230750.1
G4P62_004342	KAF7230751.1
G4P62_004342	KAF7230752.1
G4P62_004342	KAF7230753.1
G4P62_004342	KAF7230754.1
G4P62_004343	KAF7230755.1
G4P62_004344	KAF7230756.1
G4P62_004345	KAF7230757.1
G4P62_004346	KAF7230758.1
G4P62_004347	KAF7230759.1
G4P62_004348	KAF7230760.1
G4P62_004349	KAF7230761.1
G4P62_004350	KAF7230762.1
G4P62_004351	KAF7230763.1
G4P62_004352	KAF7230764.1
G4P62_004353	KAF7230765.1
G4P62_004353	KAF7230766.1
G4P62_004353	KAF7230767.1
G4P62_004353	KAF7230768.1
G4P62_004353	KAF7230769.1
G4P62_004353	KAF7230770.1
G4P62_004353	KAF7230771.1
G4P62_004353	KAF7230772.1
G4P62_004353	KAF7230773.1
G4P62_004354	KAF7230774.1
G4P62_004354	KAF7230775.1
G4P62_004354	KAF7230776.1
G4P62_004355	KAF7230777.1
G4P62_004355	KAF7230778.1
G4P62_004355	KAF7230779.1
G4P62_004356	KAF7230780.1
G4P62_004356	KAF7230781.1
G4P62_004356	KAF7230782.1
G4P62_004357	KAF7230783.1
G4P62_004358	KAF7230784.1
G4P62_004358	KAF7230785.1
G4P62_004359	KAF7230786.1
G4P62_004359	KAF7230787.1
G4P62_004360	KAF7230788.1
G4P62_004360	KAF7230789.1
G4P62_004361	KAF7230790.1
G4P62_004367	KAF7230800.1
G4P62_004362	KAF7230791.1
G4P62_004362	KAF7230792.1
G4P62_004362	KAF7230793.1
G4P62_004363	KAF7230794.1
G4P62_004364	KAF7230795.1
G4P62_004364	KAF7230796.1
G4P62_004365	KAF7230797.1
G4P62_004366	KAF7230798.1
G4P62_004366	KAF7230799.1
G4P62_004368	KAF7230801.1
G4P62_004369	KAF7230802.1
G4P62_004369	KAF7230803.1
G4P62_004370	KAF7230804.1
G4P62_004371	KAF7230805.1
G4P62_004371	KAF7230806.1
G4P62_004372	KAF7230807.1
G4P62_004372	KAF7230808.1
G4P62_004373	KAF7230809.1
G4P62_004374	KAF7230810.1
G4P62_004374	KAF7230811.1
G4P62_004374	KAF7230812.1
G4P62_004374	KAF7230813.1
G4P62_004374	KAF7230814.1
G4P62_004374	KAF7230815.1
G4P62_004374	KAF7230816.1
G4P62_004374	KAF7230817.1
G4P62_004374	KAF7230818.1
G4P62_004374	KAF7230819.1
G4P62_004374	KAF7230820.1
G4P62_004374	KAF7230821.1
G4P62_004374	KAF7230822.1
G4P62_004375	KAF7230823.1
G4P62_004376	KAF7230824.1
G4P62_004376	KAF7230825.1
G4P62_004377	KAF7230826.1
G4P62_004378	KAF7230827.1
G4P62_004378	KAF7230828.1
G4P62_004378	KAF7230829.1
G4P62_004379	KAF7230830.1
G4P62_004380	KAF7230831.1
G4P62_004380	KAF7230832.1
G4P62_004381	KAF7230833.1
G4P62_004382	KAF7230834.1
G4P62_004383	KAF7230835.1
G4P62_004384	KAF7230836.1
G4P62_004385	KAF7230837.1
G4P62_004386	KAF7230838.1
G4P62_004387	KAF7230839.1
G4P62_004388	KAF7230840.1
G4P62_004389	KAF7230841.1
G4P62_004390	KAF7230842.1
G4P62_004391	KAF7230843.1
G4P62_004391	KAF7230844.1
G4P62_004392	KAF7230845.1
G4P62_004393	KAF7230846.1
G4P62_004394	KAF7230847.1
G4P62_004395	KAF7230848.1
G4P62_004396	KAF7230849.1
G4P62_004396	KAF7230850.1
G4P62_004397	KAF7230851.1
G4P62_004398	KAF7230852.1
G4P62_004399	KAF7230853.1
G4P62_004400	KAF7230854.1
G4P62_004401	KAF7230855.1
G4P62_004401	KAF7230856.1
G4P62_004401	KAF7230857.1
G4P62_004402	KAF7230858.1
G4P62_004403	KAF7230859.1
G4P62_004404	KAF7230860.1
G4P62_004404	KAF7230861.1
G4P62_004405	KAF7230862.1
G4P62_004406	KAF7230863.1
G4P62_004406	KAF7230864.1
G4P62_004406	KAF7230865.1
G4P62_004406	KAF7230866.1
G4P62_004407	KAF7230867.1
G4P62_004408	KAF7230868.1
G4P62_004409	KAF7230869.1
G4P62_004410	KAF7230870.1
G4P62_004410	KAF7230871.1
G4P62_004411	KAF7230872.1
G4P62_004412	KAF7230873.1
G4P62_004413	KAF7230874.1
G4P62_004414	KAF7230875.1
G4P62_004414	KAF7230876.1
G4P62_004415	KAF7230877.1
G4P62_004415	KAF7230878.1
G4P62_004416	KAF7230879.1
G4P62_004416	KAF7230880.1
G4P62_004417	KAF7230881.1
G4P62_004417	KAF7230882.1
G4P62_004418	KAF7230883.1
G4P62_004418	KAF7230884.1
G4P62_004419	KAF7230885.1
G4P62_004420	KAF7230886.1
G4P62_004421	KAF7230887.1
G4P62_004422	KAF7230888.1
G4P62_004422	KAF7230889.1
G4P62_004422	KAF7230890.1
G4P62_004423	KAF7230891.1
G4P62_004423	KAF7230892.1
G4P62_004424	KAF7230893.1
G4P62_004425	KAF7230894.1
G4P62_004425	KAF7230895.1
G4P62_004425	KAF7230896.1
G4P62_004425	KAF7230897.1
G4P62_004426	KAF7230898.1
G4P62_004426	KAF7230899.1
G4P62_004426	KAF7230900.1
G4P62_004426	KAF7230901.1
G4P62_004426	KAF7230902.1
G4P62_004426	KAF7230903.1
G4P62_004426	KAF7230904.1
G4P62_004426	KAF7230905.1
G4P62_004427	KAF7230906.1
G4P62_004428	KAF7230907.1
G4P62_004429	KAF7230908.1
G4P62_004430	KAF7230909.1
G4P62_004431	KAF7230910.1
G4P62_004431	KAF7230911.1
G4P62_004431	KAF7230912.1
G4P62_004432	KAF7230913.1
G4P62_004433	KAF7230914.1
G4P62_004434	KAF7230915.1
G4P62_004434	KAF7230916.1
G4P62_004435	KAF7230917.1
G4P62_004436	KAF7230918.1
G4P62_004436	KAF7230919.1
G4P62_004437	KAF7230920.1
G4P62_004438	KAF7230921.1
G4P62_004439	KAF7230922.1
G4P62_004440	KAF7230923.1
G4P62_004441	KAF7230924.1
G4P62_004441	KAF7230925.1
G4P62_019178	KAF7231679.1
G4P62_004442	KAF7230926.1
G4P62_004442	KAF7230927.1
G4P62_004443	KAF7230928.1
G4P62_004444	KAF7230929.1
G4P62_004445	KAF7230930.1
G4P62_004446	KAF7230931.1
G4P62_004446	KAF7230932.1
G4P62_004447	KAF7230933.1
G4P62_019925	KAF7231762.1
G4P62_019926	KAF7231763.1
G4P62_019927	KAF7231764.1
G4P62_004448	KAF7230934.1
G4P62_019928	KAF7231765.1
G4P62_019928	KAF7231766.1
G4P62_019928	KAF7231767.1
G4P62_019928	KAF7231768.1
G4P62_019928	KAF7231769.1
G4P62_019928	KAF7231770.1
G4P62_019928	KAF7231771.1
G4P62_019928	KAF7231772.1
G4P62_004449	KAF7230935.1
G4P62_004450	KAF7230936.1
G4P62_004450	KAF7230937.1
G4P62_004450	KAF7230938.1
G4P62_004451	KAF7230939.1
G4P62_004452	KAF7230943.1
G4P62_004452	KAF7230944.1
G4P62_004452	KAF7230945.1
G4P62_004452	KAF7230940.1
G4P62_004452	KAF7230941.1
G4P62_004452	KAF7230942.1
G4P62_004453	KAF7230946.1
G4P62_004453	KAF7230947.1
G4P62_004454	KAF7230948.1
G4P62_004454	KAF7230949.1
G4P62_004454	KAF7230950.1
G4P62_004454	KAF7230951.1
G4P62_004454	KAF7230952.1
G4P62_004454	KAF7230953.1
G4P62_004454	KAF7230954.1
G4P62_004454	KAF7230955.1
G4P62_004454	KAF7230956.1
G4P62_004454	KAF7230957.1
G4P62_004454	KAF7230958.1
G4P62_004454	KAF7230959.1
G4P62_004454	KAF7230960.1
G4P62_004454	KAF7230961.1
G4P62_004454	KAF7230962.1
G4P62_004454	KAF7230963.1
G4P62_004454	KAF7230964.1
G4P62_004454	KAF7230965.1
G4P62_004455	KAF7230966.1
G4P62_004455	KAF7230967.1
G4P62_004455	KAF7230968.1
G4P62_004456	KAF7230969.1
G4P62_004457	KAF7230970.1
G4P62_004458	KAF7230971.1
G4P62_004459	KAF7230972.1
G4P62_004459	KAF7230973.1
G4P62_004460	KAF7230974.1
G4P62_004461	KAF7230975.1
G4P62_004462	KAF7230976.1
G4P62_004463	KAF7230977.1
G4P62_004464	KAF7230978.1
G4P62_004465	KAF7230979.1
G4P62_004466	KAF7230980.1
G4P62_004467	KAF7230981.1
G4P62_004468	KAF7230982.1
G4P62_004469	KAF7230983.1
G4P62_004469	KAF7230984.1
G4P62_004469	KAF7230985.1
G4P62_004470	KAF7230986.1
G4P62_004471	KAF7230987.1
G4P62_004472	KAF7230988.1
G4P62_004473	KAF7230989.1
G4P62_004474	KAF7230990.1
G4P62_004475	KAF7230991.1
G4P62_004476	KAF7230992.1
G4P62_004476	KAF7230993.1
G4P62_004477	KAF7230994.1
G4P62_004478	KAF7230995.1
G4P62_004479	KAF7230996.1
G4P62_004479	KAF7230997.1
G4P62_004479	KAF7230998.1
G4P62_004480	KAF7230999.1
G4P62_004481	KAF7231000.1
G4P62_004482	KAF7231001.1
G4P62_004483	KAF7231002.1
G4P62_004484	KAF7231003.1
G4P62_004484	KAF7231004.1
G4P62_004485	KAF7231005.1
G4P62_004486	KAF7231006.1
G4P62_004487	KAF7231007.1
G4P62_004487	KAF7231008.1
G4P62_004488	KAF7231009.1
G4P62_004488	KAF7231010.1
G4P62_004489	KAF7231011.1
G4P62_004490	KAF7231012.1
G4P62_004491	KAF7231013.1
G4P62_004491	KAF7231014.1
G4P62_004491	KAF7231015.1
G4P62_004492	KAF7231016.1
G4P62_004493	KAF7231017.1
G4P62_004493	KAF7231018.1
G4P62_004494	KAF7231019.1
G4P62_004495	KAF7231020.1
G4P62_004496	KAF7231021.1
G4P62_004497	KAF7231022.1
G4P62_004497	KAF7231023.1
G4P62_004498	KAF7231024.1
G4P62_004499	KAF7231025.1
G4P62_004500	KAF7231026.1
G4P62_004501	KAF7231027.1
G4P62_004502	KAF7231028.1
G4P62_004503	KAF7231029.1
G4P62_004503	KAF7231030.1
G4P62_004503	KAF7231031.1
G4P62_004504	KAF7231032.1
G4P62_004504	KAF7231033.1
G4P62_004504	KAF7231034.1
G4P62_004504	KAF7231035.1
G4P62_004505	KAF7231036.1
G4P62_004506	KAF7231037.1
G4P62_004507	KAF7231039.1
G4P62_004507	KAF7231040.1
G4P62_004507	KAF7231041.1
